sentence,hate,category
সব আবাল মার্কা বিচারক দিয়ে রিয়্যালিটি শো করা হয়েছে। সামনে পাইলে সবগুলারে জুতা পিটা করতাম। বিচারকের গোষ্ঠি মারি। ওদের কি বিচার করার যোগ্যতা আছে। চ্যানেল আই একটা ফালতু মিডিয়া। তোরা মানুষকে এইভাবে অপমান করার জন্য ডাকিস না। সবার একটা আত্মমর্যাদা আছে। আবালচোদার দল।।,1,entertainment
মিজানুর রহমান আজহারী সেরা,0,religion
দয়া করে আমার চ্যানেলটি সাবস্ক্রাইব করুন,0,sports
আমার মাথা ফেটে গেছে সাথে আমার স্যাটেলাইট ও দাঁড়াইয়া গেছে 😂,0,entertainment
কাউয়া কাদেরের ইলিগেল বউ মনে হয় এটা তাই এতো সম্মান সম্মান মারায়!এই কুত্তার বাচ্চায় কার সাথে কার তুলনা করে?,1,politics
সাব্বিরের সোনা কাইটা ফালানো উচিত।তারপর ওর সোনা ওর নিজের পুটকি দিয়ে ভইরা দিতে হবে।কারন সোনার বিগারের চোটেই তো এত আকাম কুকাম চুদায়।,1,sports
আজকে তো স্যারের গায়েবানা জানাযা !,0,celebrity
সভাপতি কেনো রদবদল হবে না,0,politics
খানকির পোলা তোর মাগি কই,1,"Meme, TikTok and others"
লুচ্চা কমেডি সেক্রেটারি এতে কোন ক্ষতি ক্ষতি হয় শালার ঘরের শালারা,1,crime
আমি কিছুদিন আগে শাহজালাল শাহপরান এর মাজার জিয়ারত করে আসলাম কত সুন্দর দোআ দরুর জিকির আজগার চলে হুজুর যে বলছে গাজা খায় এটা একবারে মিথ্যা কথা বানোয়াট কথা বার্তা বলাই এদের কাজ,0,religion
মাগির ফুয়ার বাড়ি কান,1,"Meme, TikTok and others"
ডিম দিয়া পাছা মর শালা নুরাকে,1,politics
সব বলদ এসে একগাদা হইছে 😑,0,sports
বিচারক হইসে ওরেই তো ফকিরের বাচ্চা গো মতো লাগে ওর থেকে আর কি ভালো আশা করা যায় ছাগল দিয়া হাল চাষ করালে যা হয় আর কি।,1,entertainment
অাগে মাগীর বিচার হোক,1,crime
কে এই আগারওয়াল???,0,sports
শালা তোর তো দেখি ডাইরিয়া হয়ে যাবে 🤣,1,crime
ভাই কী কইলেন আলুর দোষ ঢাকতে থুক্কু আলুর চাষ দেখতে বিদেশে যাইতাছে জন,0,politics
এবার যাবি কোথায়,0,"Meme, TikTok and others"
আচ্ছা বাইয়া আপনারা কি মানু না,0,religion
ছাগল তাহেরী কুত্তার বাচ্চা,1,religion
দেওয়ানবাগীর মারে বাপ,1,religion
লাশ দেখতে চাই,0,crime
একদম রাইট আপনার কথা গোলো,0,entertainment
মোদির দুই গালে জুতা মারো তাহলে পাকিস্তান জিন্দাবাদ,1,"Meme, TikTok and others"
সাংবাদিক ভাইয়েরা আপনারা মনে করেছেন বাংলার জনগন ভোদাই আসলে তা না যেখানে মুক্তিযুদ্ধে কেলাব তার সাথে আমি লীগের পার্টি অফিস সেখানে পুলিশ সব ধরনের আইন শৃঙ্খলা বাহিনীর লোকজন থাকেন এতদিন তারা কি করেছেন আর সব দেশে জুয়া খেলা চলে আর কেলাবে সমস্যা নাই,1,crime
আমি খুবই গর্বিত কারণ গত ২০শে ফেব্রুয়ারি আমি বই মেলায় গিয়েছিলাম এবং সৌভাগ্যক্রমে আপনার সাক্ষাত পেয়েছিলাম এবং লাইন ধরে অপেক্ষা করে আপনার অটোগ্রাফ পেয়েছি। এই অভিজ্ঞতা আমি কখনোই ভুলব না......,0,celebrity
অনুরোধ যখন করেছে তাইলে প্রকাশ চোদাও কেন,1,crime
মালে দরা কাইছে একন কান্না করে কেন মাগি,1,crime
ছাএলীগ কুকুরে লীগ ফেরাউনের দল,1,politics
#ষাঁড়_জাফইররা মশারির ভেতর থেকে বাহির হয়েছে...... সবাই সাবধান,1,celebrity
নুর ভালো লোক।।। এই সরকারের কাছে উছিত কথার দাম কেও পাবে না কারণ এখন দেশ চলে চাদা বাজি করে দূনীতি বাজি করে নুর উচিত কথা বলছে বলে তার সাতে আজ এতো অত্তচার করা হচ্ছে বাংলাদেশের মানুষ হয়তো ভুজছে না কিন্তু ভুজবে।।।। বাংলাদেশ এখন আগের দেশ নেই চোরের দেশ গিনা হয় এই দেশ কে।।।,0,politics
পুরান পাগলের ভাত পাইনা নতুন পাগলের আমদানি শালার পাগল,1,religion
তোমার নাবার দেও বিয়ে করবো সব জেনে তোমার টাকা লাগবো আমি দেবো পিছ আমার ইমো,0,"Meme, TikTok and others"
মুক্তি যোদ্ধা দে রার নাম ভাঙিয়ে এই রাজাকারের বাচ্চারা খাচ্ছে । পুলিশ এক নাম্বার কুকুরের বাচ্চা,1,crime
সাইটে মাজার পুজারিকে কান ধরে উঠে দেওয়া হক,0,religion
ভারত কে খন্ড খন্ড করার এখনই উপযুক্ত সময় ভারত এখন উগ্র হিন্দুদের দখলে,0,"Meme, TikTok and others"
কুলাংগার কোথাকার কোন সভ্যতা নেই বদের হাড্ডি 😠,1,politics
"বাঙ্গালি চান্দে যাওয়া সাঈদিকে মূল্যায়ন করবে।জাফর ইকবাল স্যার এর মর্ম এরা বুঝতে পারবেনা।হ্যা আমি জামি জাফর ইকবাল স্যার সুবিধাবাদী লেখক।তাই বলে তার জ্ঞান,বিজ্ঞানকে ফেলে দিতে পারিনা।তার সুবিধাবাদী চরিত্রের জন্য তার বই পড়বো না এমনটা নয়।",0,celebrity
ওদের কপালে জুতা মারআর যে শালি েএসব রেকর্ড করেছে সেই মনে হয একসময় পর্ন তারকা ছিলেন জুতা মারি তোর কপালে,1,"Meme, TikTok and others"
ঔ আবাল গুলাকে কে বিচারোক বানাইচ্ছে,1,entertainment
খানকির ছেকে তোকে পেলে জে কি কোরবো,1,religion
থ্যাঙ্কস টু ইউ তাসিনেশন ভাইয়া ❤ভিডিওটার মাধ্যমে বাংলার মানুষকে বুঝিয়ে দেওয়ার জন্য যে পাপন ইজ এ নাম্বার ওয়ান মাদারচোদ কা বাচ্চা 😡আর শাকিবিয়ানরা প্লিজ দ্রুত ভিডিওটা শেয়ার করে সবার মাঝে ছড়িয়ে দাও 🙏🙏,1,sports
এক ভন্ড পীর যে দেশে বসেই নকল ক্বাবা বানিয়ে হজ্জ্ব করার নিদারুন পথ তৈরি করেছিল তার ব্যাপারে কিছু বললেন না?,0,religion
উ আমার হিজলা সাকিব খানরে,1,entertainment
বাংলাদেশের বড় চোর নামে খেত কাদের।ওই আওয়ামী লীগের মাটিতে মিলানোর কাজটা করছে।কাদের হল বিশ্ববাটপার।,0,politics
ভাই ঈদের গিফট দিলেন নাকি????😁,0,religion
ওবায়দুল কাদের হচ্ছে একজন কাউয়া,1,politics
ভাই তুমি সেরা! আরো আরো রেসিপি নিয়ে এসো ক্ষুধার্ত আমরা,0,religion
ফালতু প্রোগ্রাম,0,"Meme, TikTok and others"
আরে ভাই ফাঁসি টা একটু দেখান ভাই কখন ফাঁসি হবে?,0,crime
মাঝে মাঝে মনে হয় নাস্তিকদের গলাই জুতার মালা পরাই ঘুরাই,0,religion
সেখ হাছিনা জাতির সাথে নতুন নতুন নাটক সুরু করেছে,0,crime
মাগী চুদাচুদির সময় মনে ছিলনা। তোর ভুদায় রড গরম করে ছয়েক দিতে হবে।,1,crime
কৈ হৈল কাওয়া কাদের আর কোথায় বারের প্রধানমন্ত্রী দেশনেত্রী বেগম খালেদা জিয়া,1,politics
বিচারক দু জনের পুটকি মারা দরকার তাহলে তাদের ব্যবহার ভালোহবে।খানকি আর খানকির োলারা বিচারক।,1,entertainment
চুতমারানি মাঘি চুতমারানি মাঘি আমি বলছি তোরা তো খাস আমায় তুই জামায়াতকে রে,1,crime
পাপন একটা বেয়াদব,0,sports
অপু উকিল একটা মাগী!নির্লজ্জ মিথ্যাচার করার জন্যই এই চরিত্রহীন নারীটা টকশো তে আসে!,1,politics
ছি এইটা কোন ধরনের খেলা? তাসকিন ভাইয়া কেন তাদের বাধ্য করলেন এইসব করতে,0,sports
"ওনার না গায়েবী জানাজা পড়ার কথা আমাদের কাল,মৃত ব্যাক্তি উদয় হল কোথথেকে 😲",0,celebrity
আহা এটা কি চায়না ভাষা জিজ্ঞেস করে টিং টং টং বং হং,0,religion
এই মাদারচোদ জনগণের কি সেবা করবো,1,crime
সানাইকে সবাই বলে অনেক সুন্দর আসলে কি ও এত সুন্দর ওকে দেখলে আমার অনেক রাগ ওঠে ওর বডি দেখছেন কত খারাপ ওর পাছা দেখছেন কত খারাপ চুদানি ওদের মতন গোয়া টা বড় মানুষ কি দেখে পাগল হয় ফালতু মেয়ে সে কি বুঝে না আজকাল বছরের কিশোর কিশোরীরা মোবাইল ইউজ করে ঠিক টাইমে বিয়ে হলে ওর বাচ্চা ও মোবাইল চালাতে পারতো প্লিজ সরি খারাপ নজরে দেখবেন না,1,entertainment
এই কুকুরের ফাসি হলেও সাজা কম হবে।,1,crime
জুতা দিয়া পিডাইয়া শালারে লক্ষী সারান লাগে,1,crime
অদ্ভুত!,0,celebrity
ভালোই লাগল,0,"Meme, TikTok and others"
খানকি মাগিতোকে বার বার বারন কোরেছি এসব মিথ্যা খবর গুলি প্রচার কোরবি না এর পরেও যদি না সুনবি তাহলে তোর মুখে বাড়া ঢুকিয়ে দেব,1,"Meme, TikTok and others"
তোরে কে কয় তুই হুজুর তুইত বন্ড তুইতো মনে হয় জারজ কারন তুই তআরেক,1,religion
এই মাগী তুইতো তারেকের রাতের খাবার।,1,politics
হাহা আমার লজ্জা হয় যখন ওর মুখে শুনি বড় কথা,0,religion
পাপন কে জুতা দেয়া হক,1,sports
অনেক ভালো লাগলো স্যার।চোরের কিছু তথ্য জানতে পারলাম।আশা রাখি এই রকম আরো কিছু তথ্য পাবো ইনশাআল্লাহ।।।,0,politics
তুই সবার মারা যাওয়ার কথা বলিশ তুই কখন মারা জাবি শালা,1,sports
দুই জনে ঘন্টা সেক্স করছে এর পরে ও দোষ নাই এই মাগির পেটে ডিসির বাচছা আছে,1,crime
খানকি মাগি মিথিলা,1,entertainment
"নাপাকিস্তানের জারজ সন্তান, পাকি বীর্য থেকে জন্ম নেয়া অবৈধ ছাগুরা দল বেধে ফেইক আইডি নিয়ে ঝাপিড়ে পড়েছে।",1,celebrity
হালার পুতকে জুতা পিতা কর,1,crime
কুত্তার বাচ্চা ঐ মেয়ে কে রিমান্ডে নিলেই সব রহস্য বের হয়ে যাবে,1,crime
বাংগালি যে কি খারাপ মানুষের পাছাই বাশ দিতে পারলেই বাচে।,1,sports
কা কা কা কা কা কাউয়া টায়ার কাদের,1,politics
আসুন সবাইকে নিয়ে পাচ ওয়াক্ত নামাজ পরি।,0,entertainment
সালা আবাল,1,sports
আমার বালের খেলোয়াড়,1,sports
পাপনের পদত্যাগ চাই। জোয়ারির পদত্যাগ।,0,sports
আমার বাড়ির পাশেই শাহজালালের মাজার। গাজার গন্ধে অইদিকে যাওয়াই যায় না। শ্রোতা বৃন্ধকে ধন্যবাদ। শালা মাজার পুজারীকে শিক্ষা দেবার জন্য।,0,religion
আব্দুল আজিজ ভাই কে অসংখ্য ধনব্যদ ড্রেসটা চেঞ্জ করলে আরো ভালো হয়তো ভাইয়া,0,entertainment
এমন একটা সময় আমারও ছিলো,0,entertainment
ওর ফাঁসি হওয়া উচিত যদি ফাঁসি হয় তা হল ওর কোন ক্ষমা নেই ও একটা কুকুরের বাচ্চা,1,religion
এই শালা ত পেন্ট এ মুতার বয়স অরে মিম্বর এ বসাইছে কুন মাদারচুদ,1,religion
এইসব খানকি দের কারনেই দেশের আজ এই অবস্থা যেমন শিল্পী তেমন উপ স্থাপক টাকার বিনিময়ে নগ্ন হওয়ার কথা বলে হায়রে অনুষ্টান,1,entertainment
সাব্বির আমার সোনার হিটার,0,sports
কুকুর দিয়ে চাটা শালি,1,entertainment
তোরে ভালো জুতা দিয়া মারলেও জুতা সরম পইবো ছেড়া জুতা দিয়া মারতো হইবো।,0,religion
তানজিন তিশা একটা শালি একজনের ঘর ভাঙতে চায় শালি কে নেংটা করে চোদো,1,entertainment
বঙ্গবন্ধুর নামে ক্যান খেলা হবে হালায়পারলে তোর নামে কর,1,sports
অর মতো কুত্তা কে হাবিব কখনো বিয়ে করবে না কোনোদিনই না,1,entertainment
তুই একটা জাফর গরু 🐂 জাতের বাছুর।,1,celebrity
তুই এমেরিকা কোন জায়গায় তাকিস তরে জবাই করবো বল,1,"Meme, TikTok and others"
আপু তোমার দাদুরে আমার খুব পছন্দ ইচছে করে একবার পুটকি মারতে তোমার দাদুরে যদি না পাই তাহলে তুমি আমাকে একবার পুটকি মারতে দিয়ো,1,"Meme, TikTok and others"
আমার ঘড়ির দাম ইতালির বাংলাদেশেি টাকা হাজার টাকা,0,politics
হাইলাইটসের খবর নাই আছেন উইনিং মোমেন্ট নিয়ে উইনিং মোমেন্টর জন্য সংবাদ চ্যানেল আছে,0,sports
রিফাত সরিফ ভাই। মিন্নিকে সঙ্গে নিয়ে যখন কলেজ থেকে বাড়ি যাওয়ার উ‌‌‌‌র দেশে। কলেজ গেটের সামনে রাস্তায় রিফাত সরিফের পেছনে পিছনে ঠিক ঠাক মতো আসছিলো বাইকের কাছে। কিন্তু সেই সময় মিননীর চলার পথে চোখে মুখে ও তার চেহারার একটা আতঙ্কে ভাব দেখা যাচ্ছে। মিননি সামনে দিকে তাকিয়ে তাকিয়ে যখন দেখতে পাই নয়ন শালাদের গ্রুপের হারামী বজ্জাত ছেলে গুলো দাড়িয়ে আছে রিফাত সরিফকে মারার বা হত্যার করার জন্য। তখনই মিননি রিফাত সরিফের পেছন থেকে কেটে আবার ফিরে য়াচছে কলেজের দিকে। তার কারণ এখানেই বুঝতে পারছি যে মিননি রিফাত সরিফের হত্যাকারীদের সাথে জড়িতো আছে। ইচ্ছা থাকলে মীননি রিফাত সরিফ ভাইকে বাচাতে পারতো। মিননির সামী রিফাত সরিফ ও বুঝতে পেরেছেন যে মিননি ও জড়িত আছে হত্যাকান্ডের সাথে। সেই জন্য রিফাত সরিফ ভাই মীননি উপর রাগ অভিমান করে চলে গেছে একা একা সাথে মিননি কে না নিয়ে। দোয়া করি আল্লাহ যেনো রিফাত সরিফ ভাইকে জান্নাত বাসী করিও।আপনারাও আল্লাহর নিকট দোয়া করবেন রিফাত সরিফ ভাইয়ের জন্য। আল্লা হুমা আমিন।,0,crime
মুশফিকুর রহিম অনেক অনেক অভিনন্দন যারা মুশফিকের ফ্যানরা লাইক দিন,0,sports
মুশফিক চাটের বাল একটি মানুষ কি সবার কাছে সমান মত ভেদ থাকতেই পারে,1,sports
এরকম ছবি চাই সব গুলো পুরানো ছবিগুলো দেখতে খুব ভালো লাগে এখন নতুন ছবি আর ভালো লাগেনা পুরানো ছবিগুলো,0,entertainment
নাস্তিক জন জন আলেম,0,religion
সালা সেই লুচ্চা মুখের ভাষা কি বস্তির ছেলেল চেয়ে নিচের জাতের,1,sports
শাকিব যাকে দেখে তাকেই ওৰ ভালো লাগে ও একটা খাৰাপ ছেলে অপুৰ মতো এক জন কে অনেক কষ্ট দেই ও কখনো ভালো হবে না,0,"Meme, TikTok and others"
আরে  রে  রে  উনি  আসছেন  অভিজিৎ   এর  গুনগান  গাইতে  ।  ধর্মান্ধ   কাপুরুষ   মানে  কি  বুঝিয়েছেন  জানিনা  ?  আল্লাহ   আর  আল্লাহর  নবীজীকে  নিয়ে  কটুক্তি  করবে  আর   উনি  এমনি  এমনি  বেঁচে  যাবেন  ।  আল্লাহ  এসব  নাস্তিকদের    এভাবে  করুণ   লাঞ্ছনার   মাধ্যমে   এই  দুনিয়া  থেকে  নিয়ে  যাবেন  ।  এসব  নাস্তিকদেরকে  না  মারলে  দিনে  দিনে  দিনে  আরো   নাস্তিক  বাড়বে   ।  তাই  আমি  মনে  করি  এসব  নাস্তিক  কুত্তাদেরকে  এভাবেই  মারা  উচিত।   আর  আশা  করি  আপনি  একজন  মুসলমান   হয়ে  আর  অভিজিৎ   রায়ের  মত  নাস্তিকদের  গুনগান   গাইবেন  না  ।,0,celebrity
কুত্তার বাচ্চারা কি বানাইছে এইডা কেউ অর বিচি চাইপা মাইরা ফালা,1,entertainment
এই কুকুর বাচ্চা ফাসি চাই সরকার কে ধন্যবাদ,1,crime
বিচারক দেরকে জুতা দিয়ে পিঠানো দরকার সালাদের কথা শোন মন চাইছে কাছে পেলে জুতা পিঠা করতাম,1,entertainment
বিচার তোর পুটকি দিয়ে ঢেলে দেই,1,crime
এ মাদার চোদ ছেকচের ভিড়িও 23 মিণিট ফালটো গেলো,1,entertainment
সাবিক খানকির হোলা,1,"Meme, TikTok and others"
এই ঘর এই সংসার বাস্তবের সাথে মিল আছে,0,entertainment
ওকে শুলে চড়াও,0,"Meme, TikTok and others"
শেখ হাসিনা সরকার প্রমান করলেন যে অপরাধী হোকনা কেনও সে যদি আওয়ামীলীগের কোন বড় নেতা হোকনা কেনও থাকে আইনের আওতায় এনে বিচার করা হয় যেমন ফেনির আওয়ামী লীগের সভাপতির বিচার দেখিয়ে দিয়েছেন শেখ হাসিনা সরকার যে কেউ অপরাধী হোক তার বিচার করা হবে,0,crime
সালায় একটা মাগি বাজ,1,sports
আল্লাহ্‌ হেদায়েত দেন,0,religion
আমারত ছিরা জুতা নাই থাকলে তাকে পিটাই তাম শালার হারাম খোর👠👠👠👠👠👠👠👠👠👠👠👠👠👠👠👠👠👠👠👠👠👠👠👠👠👠👠👠👠👠👠👠👠👠👠👠👠👠👠👠👠👠👠👠👠👠👠👠👠👠👠👠,1,crime
ওবায়দুল এর গুষ্টি চুদী শেখ হাসিনার গুষ্টি চুদী আওয়ামী লীগের গুষ্টি চুদী আমার মত যারা কুত্তালীগের চৌদ্দগুষ্টি রে চোদো তারা লাইক দাও,1,politics
কমেন্টস দেখে তো আমি শিহরিত হয়ে গেলাম 😹😹🐸,0,celebrity
বেইমান সালা,1,sports
সরকার প্রাধানের কাছে অনুরোদ করব এই যারজ সন্তানকে ফাঁসি দেওয়া হোক,1,"Meme, TikTok and others"
আমি ও অপরাধীর সাজা চাই কিন্তু কিছু মানুষকে বলতে চাই আসামীর স্বজন দের যারা গালিদিতেছেন এই গালিদিবেন না কারণ তারা আসামী কে বলে দেয় নাই নুসরাতকে হত্যা করতে। অপরাধ যে করেছে সাজা সে পাবে এবং আমরা তার সাজা কামনা করি। কাজে আমরা সবাই আসামীর বিচার কার্য আদালত সুন্দর ভাবে দৃষ্ঠান্ত রাখতে পারে এই দোয়া করি।,0,crime
তুর মারে কি চুদছিল নি আশরাফুল।সালার পুত,1,sports
খেলা হবে খেলালালা হবেবে 😀,0,sports
খানকির পোলা জোরে দে,1,entertainment
মাদারছদ,1,"Meme, TikTok and others"
অই বাইনচোদের বাচ্চা এই চোদাইন্না ভিডিও আর বানাবিনা।,1,sports
এই শালা তোর যেই চয়েজ তোর চয়েজ এ গেন্জি ও চুল কাটতে হবে তোর যেই শার্ট আর চুল। শালা বুকা চুদা দুদু খাও।,1,entertainment
সঠিক। আমি আপনার সাথে একমত।,0,crime
মাগীরে বাঁশ দিয়া করা দরকার মিল্ক ভাইরাস।,1,entertainment
সালার কি বউ বাচ্চা নেই। এতো শরম নিয়ে কি ভাবে আবার কথা বলছে ক্যামেরার সামনে ছিঃ। তাকে আইওনের আওতায় আনা হোক,1,crime
কিসব আবাল চোদা নায়ক ঢুকায়.. 😡<br />একজন্য তোদের বালের ছবি কেউ দেখে না,1,entertainment
সালার পো ফাসি দেওয়া দরকার,1,"Meme, TikTok and others"
বেয়াদব ছিলেন,0,"Meme, TikTok and others"
পাপন মাদারছদ,1,sports
সুন্দর হইছে,0,entertainment
আহা,0,celebrity
কথা বুঝায় তু অপরাধি,0,crime
সালারা বোকা চোদা। মিন্নিরে কপাইল না কেন।,1,crime
খালি একটা কথা বলি পাপ বাপ কেউ ছাড়ে না।,0,politics
মাগির পুলারা এটাকি ছবি না আর কোনো,1,entertainment
মাগির পোলারা মেয়েটার দোষ দেশ কেনো মেয়েটা যদি মারার পেলেন করতো তাহলে তো মেয়েটা নয়নের সাথে পালিয়ে যেতো,1,crime
এরা এমনই গন্ড মূর্খ যে মামুনুল হক বলতেছেন কোন রাষ্ট্র আমাদের আদর্শ নয় আমাদের আদর্শ হল কুরআন হাদিস তারপরও বলে একটা রোলস তো থাকতে হবে আরে গর্দভ কুরআনের চেয়ে বড় রোলস আর তুই কি চাস?,0,religion
ওছি কুত্তা কোথায়,1,crime
সয়তানের বড় কাকা সালার পুতে,1,religion
রুবেল একটা গাঞ্জা খোর দেখতে গাঞ্জুট্টি মত লাগে হালা একটা ফকিন্নির পু,1,sports
ভাইটাকে দেখে ও তার কথা শুনে বুঝে এবং মুখের অভিব্যক্তি বলে দিচ্ছে তিনি নিষ্পাপ তারপর ও যদি তিনি মুশফিককে খারাপ কিছু বলে থাকে তাহলে বিষয়টা মুশফিক দেখবেন কারণ বিষয়টা মুশফিক এবং ঐ ভাইয়ের একান্ত ব্যক্তিগত। তৃতীয় পক্ষ কেন এখানে নাক গলাতে আসবে এসব নেতা খেতা আমাদের সোনার বালের সঙ্গে বেঁধে বিচি দিয়ে ক্রিকেট খেলা শিখাই😀😃😁😄😂😅 বাংলাদেশ যেহেতু গনতান্ত্রিক দেশ সেহেতু স্বাধীনভাবে মতামত প্রকাশের অধিকার মোটামুটি সব মানুষের আছে। তাদের মধ্যে ও অন্যতম ঐ জামালপুরের ভাইটিও। শুধু মুশফিক না বাংলাদেশের সব ক্রিকেট খেলোয়াড় মাদারচোদের গালাগালি করা উচিৎ এসব খানকি মাগির ছেলেদের খেলাধুলা কোন বালে দেখে আজাইরা বছর ধরে ক্রিকেট খেলে এখন পর্যন্ত আহামরি কোন পারফর্মেন্স নেই। খানকি মাগির ছেলেরা মাগি চোদে কূল পায়না আবার ক্রিকেট খেলবে কীভাবে আফগানিস্তানের সঙ্গে ধবল ধোলাই আবার শ্রীলঙ্কার সাথে ও ধবল ধোলাই খুব লজ্জা লজ্জা লজ্জা এগুলো কোন খেলোয়াড়ের পর্যায়ে পড়ে বেশ্যা মাগির ছেলেরা খেলতে হবে রোহিত কোহলি বাবর স্মিথ হোপ উইলিয়ামসন রুট এবং ফ্যাফের মতো ইত্যাদি ছেলেটাকে দেখতে ভদ্রলোক মনে হয় আর অধিকাংশ বাঙালি দর্শক যে অসভ্য অশিক্ষিত মূর্খ বর্বর ছোটলোক ইতর গরিব এবং বস্তির ছেলে হয়। তা আবার ও প্রমাণ হয়ে গেল। খানকির ছেলেরা ক্রিকেট খেলাধুলার বাল‌ও জানে না আবার আসে আমি বালের ফ্যান তালের ফ্যান সোনার ফ্যান,1,sports
ওরে খানকির পোলাতোরে খুন করা উচিৎ,1,"Meme, TikTok and others"
আমার খালি একটা প্রশ্ন জাফর ইকবাল স্যার এর এত্ত haters কে?🐸,0,celebrity
খালেদার সাথে কাওয়া কাদেরের তুলনা কুথায় আগরতলা কুথায় পুটকির তলা???,1,politics
সাকিব ছাড়া বাংলাদেশ অচল পাপন খানকি পোলা তুই পদতেগ চাই,1,sports
ওরে হালার পো হালারা নাটক বাস্তবের মিলাইয়া দিছে,1,entertainment
অপরাধী র ফাসি চাই।।তবে পরিবার যে কান্নাকাটি করছে তা স্বাভাবিক কেও চায়না যতই খারাপ হোক আপন কে হারাতে।,0,crime
"এসব তেনা প্যাঁচায়ে লাভ কি!!  পারলে শিক্ষা ব্যাবস্থা পোলাপান বান্ধব করেন... বছরে ১৪ বার সিলেবাস, কোয়শ্চন প্যাটার্ন পাল্টানো বন্ধ করেন... এক পরীক্ষার দিন আরেক প্রশ্ন দেয়া বন্ধ করেন... এমন অবস্থা মনে হচ্ছে কোচিং বাণিজ্যের কারণে দেশ টা রসাতলে যাচ্ছে!!!  শিক্ষা ব্যাবস্থা ঠিক হলে এগুলা অটোমেটিক ঠিক হবে,আপনার মূল্যবান সময় আর কোচিং এর পেছনে দিতে হবে না।",0,celebrity
খুলনা প্রতি বছরই নতুন নতুন পেলেয়ার বের করে এ 💟💟💟💟,0,sports
পৃ‌থিবীর শেষ সময় চ‌লে এসে‌ছে,0,"Meme, TikTok and others"
যে যাই বলে বলুক অাপনি চালিয়ে যান সুন্নি সমাবেস অাপনার সাথে অারোও,0,religion
সবার ফাঁসি,0,crime
রমিন ফারহান হলো বিশশা মাগি।,1,politics
এই সালা আরেক বাটপার কয় কি,1,religion
আমি চাই ওদের কেউ পুরিয়ে মারা হক,0,crime
"জাফর সাহেব আপনি এযুগের নব্য রাজাকার। গুম হওয়া তরুণ ছেলেদের মায়েদের চোখের পানি, সন্তানের অভিশাপ আর স্ত্রীদের হাহাকার একদিন এদেশে আপনার মত মিষ্টভাষী জঙ্গির বিচার করবে। হুমায়ুন আহমেদ বেঁচে থাকলে বলতো জাফর তুই রাজাকারি বন্ধ কর. তুই রাজাকার জাফর তুই রাজাকার।",0,celebrity
আওয়ামী লীগ দলের একজন সাধারণ সম্পাদক ওবায়দুল কাদের সাহেব যখন তিনি অসুস্থ ছিলেন তার সুচিকিৎসার জন্য লক্ষ লক্ষ টাকা খরচ করে তাকে সিঙ্গাপুরে নিয়ে যাওয়া হয়েছিলো আর সেখানে বেগম খালেদা জিয়া কেনো সুচিকিৎসা পাবেনা কেনো তাঁকে সুচিকিৎসার জন্য বিদেশে নিয়ে যাওয়া হলোনা আমি কিন্তু কোনো রাজনৈতিক দল করি না কথাটা বলার প্রয়োজন মনে করেছি তাই বলেছি,0,politics
দেওয়ানবাগীর ছাগু গুলোরই কাজ 🤔🤔🤔🤔,1,religion
মাগির বোদার বিতর দিয়া গরম ডিম দেয়া হোক,1,crime
আমাদের সম্মানিত মেজিস্টেট ভাই আপনাকে অসংখ্য ধন্যবাদ জানাই তবে আপনাকে সতর্ক অবস্থান এবং শক্ত হাতে অবিজান চালাইতে হবে আপনি কাউকে পরওয়া করবেন না আপনার সাথে আছে র‍্যাববাহিনী এবং জনগণ।,0,crime
তারা তো গালিরও যোগ্যতা নেই কারন গালি দেয়ার মতো গ্যোতা লাগে ঃ তারা শুধু ফ্লাই ওভারের যোগ্যাতা অর্যন করেছে যাতে তাদের উপর পায়ে জোতা নিয়ে ওই ফ্লাইওভার দিয়ে বাংলার সব ছেলেরা হেটে যাওয়া যায়,0,entertainment
আল্লাহ তুমি মাফ কর এ নাস্তিকদের হেদায়েত দান করুন আমীন,0,religion
ঘরির দামের বিপরিতে পিয়াজ কিনে দেয়া হোক,0,politics
বাস্তবের সাথে ই মিল হয়নাই আর অভিনয় একদম বাজে হইছে,0,crime
"এই ছবিগুলো আমাদের অহংকার, তপু এই ফিল্মে বাড়তি মাত্রা দিল....",0,entertainment
সালার ফুত কিদেখাছ,1,"Meme, TikTok and others"
তোমার ভুদা দেখে অনেক হাত মারছি,1,entertainment
তুই তুর মাকে বিবাহ করিস,0,religion
অপুকে ভলচি ভেঙিয়ে পঢ়না দেকবা একদি আপনাৰ শাকিব আপনাৰি হবে দুই পিতিবিৰ মত&quot;©,0,entertainment
এইসব কি কেয়ামত এর পূর্ব লক্ষণ নয়,0,crime
"""রাজাকার""শব্দটিকে জাতীয় সংসদ থেকে আইন করে অবৈধ ঘোষনা করা হোক।এবং বাংলা অভিধান থেকে বাতিল করা হোক।#দৈনিক_ইত্তেফাক😊যাতে বাংলার মাটিতে আর কোন রাজাকার জন্মাতে না পারে।",0,celebrity
আরে 😒😒😒 এই উপন্যস এর নাম কি কেউ বলবেন??,0,celebrity
ভাই শালাদের পাছায় লাথি মারা উচিৎ। এরা নাকি বিচারক। 😒এরা সবগুলোই বাইনচোদদদদদদদদদদদদদদদদ😡,1,entertainment
কথায় আছে ছূ,0,crime
আমেরিকার প্রেসিডেন্ট কি তোমাদের জামাই,0,"Meme, TikTok and others"
